Date,Price,Return
19/12/18,84500,0.001184133
20/12/18,84400,-0.001184133
21/12/18,85000,0.007083855
24/12/18,84000,-0.011834458
25/12/18,83800,-0.002383791
26/12/18,83000,-0.0095924
27/12/18,83000,0
28/12/18,85500,0.029675768
02/01/19,83000,-0.029675768
03/01/19,83900,0.010785006
04/01/19,81400,-0.03025034
07/01/19,81500,0.001227747
08/01/19,82200,0.008552282
09/01/19,82100,-0.001217286
10/01/19,82600,0.006071664
11/01/19,82600,0
14/01/19,82800,0.002418381
15/01/19,82000,-0.009708814
16/01/19,83400,0.016929062
17/01/19,82000,-0.016929062
18/01/19,82900,0.010915815
21/01/19,83400,0.006013247
22/01/19,83000,-0.004807702
23/01/19,83000,0
24/01/19,82000,-0.012121361
25/01/19,81600,-0.004889985
28/01/19,81900,0.003669729
29/01/19,81900,0
30/01/19,82000,0.001220256
31/01/19,81900,-0.001220256
01/02/19,81800,-0.001221747
11/02/19,81500,-0.003674223
12/02/19,81900,0.004895971
13/02/19,82400,0.006086446
14/02/19,82100,-0.00364742
15/02/19,86000,0.04640928
18/02/19,85500,-0.00583092
19/02/19,85500,0
20/02/19,84000,-0.017699577
21/02/19,83900,-0.001191185
22/02/19,82500,-0.01682732
25/02/19,82500,0
26/02/19,82900,0.004836769
27/02/19,82900,0
28/02/19,82800,-0.001207001
01/03/19,82800,0
04/03/19,84300,0.017953804
05/03/19,84000,-0.003565066
06/03/19,85500,0.017699577
07/03/19,86000,0.00583092
08/03/19,88800,0.032039354
11/03/19,89900,0.012311291
12/03/19,90000,0.001111729
13/03/19,88000,-0.022472856
14/03/19,88000,0
15/03/19,88000,0
18/03/19,87700,-0.003414915
19/03/19,85000,-0.031270643
20/03/19,86500,0.017493157
21/03/19,90200,0.041885013
22/03/19,88500,-0.019026875
25/03/19,88500,0
26/03/19,88000,-0.005665738
27/03/19,91000,0.033522692
28/03/19,90000,-0.011049836
29/03/19,85511,-0.051164648
01/04/19,86872,0.015790748
02/04/19,86775,-0.001117209
03/04/19,87358,0.006696056
04/04/19,86969,-0.004462885
05/04/19,86969,0
08/04/19,85900,-0.012367904
09/04/19,86800,0.010422793
10/04/19,87000,0.002301497
11/04/19,87000,0
12/04/19,86600,-0.004608303
16/04/19,85400,-0.013953715
17/04/19,85100,-0.003519065
18/04/19,83100,-0.023782334
19/04/19,85000,0.022606555
22/04/19,84700,-0.003535655
23/04/19,84900,0.002358492
24/04/19,84100,-0.009467526
25/04/19,83800,-0.003573559
26/04/19,83000,-0.0095924
02/05/19,83000,0
03/05/19,84200,0.014354313
06/05/19,80600,-0.043696272
07/05/19,81800,0.014778594
08/05/19,80500,-0.016020059
09/05/19,80600,0.001241465
10/05/19,80600,0
13/05/19,80000,-0.007472015
14/05/19,80000,0
15/05/19,80000,0
16/05/19,80400,0.004987542
17/05/19,79600,-0.010000083
20/05/19,79400,-0.002515725
21/05/19,79500,0.001258653
22/05/19,80000,0.006269613
23/05/19,81000,0.01242252
27/05/19,80500,-0.00619197
28/05/19,80500,0
29/05/19,80500,0
30/05/19,80900,0.00495664
31/05/19,81300,0.004932192
03/06/19,81300,0
04/06/19,81000,-0.003696862
05/06/19,79500,-0.018692133
06/06/19,79500,0
07/06/19,80000,0.006269613
10/06/19,80900,0.011187189
11/06/19,80900,0
12/06/19,80000,-0.011187189
13/06/19,80000,0
14/06/19,80000,0
17/06/19,79800,-0.00250313
18/06/19,80000,0.00250313
19/06/19,79500,-0.006269613
20/06/19,79000,-0.006309169
21/06/19,79000,0
24/06/19,78500,-0.006349228
25/06/19,78300,-0.002551022
26/06/19,79000,0.008900249
27/06/19,78300,-0.008900249
28/06/19,78600,0.003824096
01/07/19,78300,-0.003824096
02/07/19,77000,-0.016742181
03/07/19,77200,0.002594035
04/07/19,79500,0.029357565
05/07/19,79500,0
08/07/19,78000,-0.019048195
09/07/19,79000,0.012739026
10/07/19,80000,0.012578782
11/07/19,79800,-0.00250313
12/07/19,79600,-0.002509412
15/07/19,79900,0.00376176
16/07/19,81500,0.019827167
17/07/19,83000,0.018237588
18/07/19,83900,0.010785006
19/07/19,85600,0.02005967
22/07/19,87400,0.02081
23/07/19,87300,-0.00114482
24/07/19,87000,-0.003442344
25/07/19,86500,-0.005763705
26/07/19,85800,-0.008125407
29/07/19,84500,-0.015267472
30/07/19,84000,-0.005934736
31/07/19,83000,-0.011976191
01/08/19,83600,0.007202912
02/08/19,83000,-0.007202912
05/08/19,83800,0.0095924
06/08/19,83000,-0.0095924
07/08/19,83800,0.0095924
08/08/19,88900,0.059079135
09/08/19,83700,-0.060273165
12/08/19,85000,0.015412279
13/08/19,84800,-0.002355714
14/08/19,84500,-0.003544008
15/08/19,84400,-0.001184133
16/08/19,84800,0.004728141
19/08/19,84900,0.001178551
20/08/19,85500,0.007042283
21/08/19,86800,0.015090246
22/08/19,87000,0.002301497
23/08/19,87800,0.009153382
26/08/19,84993,-0.0324926
27/08/19,84412,-0.006859329
28/08/19,85284,0.010277292
29/08/19,79372,-0.071841202
30/08/19,75108,-0.055218583
03/09/19,80341,0.067352998
04/09/19,83249,0.035556041
05/09/19,78500,-0.058737492
06/09/19,77500,-0.012820688
09/09/19,74600,-0.038137429
10/09/19,72000,-0.035474388
11/09/19,72000,0
12/09/19,74500,0.034133006
13/09/19,76700,0.029102583
16/09/19,79000,0.029546144
17/09/19,76800,-0.028243212
18/09/19,79000,0.028243212
19/09/19,76500,-0.032157112
20/09/19,77100,0.00781254
23/09/19,76500,-0.00781254
24/09/19,76000,-0.006557401
25/09/19,76000,0
26/09/19,74000,-0.026668247
27/09/19,76900,0.038440783
30/09/19,75000,-0.025017763
01/10/19,75900,0.011928571
02/10/19,75000,-0.011928571
03/10/19,75000,0
04/10/19,74600,-0.005347606
07/10/19,75000,0.005347606
08/10/19,74300,-0.009377162
09/10/19,74200,-0.001346802
10/10/19,74000,-0.002699057
11/10/19,73000,-0.013605652
14/10/19,74000,0.013605652
